OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
fgWebCacheDiskLimit,1.3.6.1.4.1.12356.101.10.113.2.1.2,counterbasedgauge64,read-only,objecttype,column,"The about of storage (in bytes) available for the Web Cache on a particular disk"
fgWebCacheDiskUsage,1.3.6.1.4.1.12356.101.10.113.2.1.3,counterbasedgauge64,read-only,objecttype,column,"The about of storage (in bytes) in use by the Web Cache on a paricular disk"
fgWebCacheDiskHits,1.3.6.1.4.1.12356.101.10.113.2.1.4,counter32,read-only,objecttype,column,"The number of cache hits on a paricular disk"
fgWebCacheDiskMisses,1.3.6.1.4.1.12356.101.10.113.2.1.5,counter32,read-only,objecttype,column,"The number of cache misses on a paricular disk"
fgAppWanOpt,1.3.6.1.4.1.12356.101.10.114,,,objectidentity,,""
fgWanOptInfo,1.3.6.1.4.1.12356.101.10.114.1,,,objectidentity,,""
fgMemCacheLimit,1.3.6.1.4.1.12356.101.10.114.1.1,gauge32,read-only,objecttype,scalar,"RAM available for mem cache in bytes"
fgMemCacheUsage,1.3.6.1.4.1.12356.101.10.114.1.2,gauge32,read-only,objecttype,scalar,"RAM used by mem cache in bytes"
fgMemCacheHits,1.3.6.1.4.1.12356.101.10.114.1.3,gauge32,read-only,objecttype,scalar,"Number of hits in mem cache since last reset"
fgMemCacheMisses,1.3.6.1.4.1.12356.101.10.114.1.4,gauge32,read-only,objecttype,scalar,"Number of misses in mem cache since last reset"
fgByteCacheRAMLimit,1.3.6.1.4.1.12356.101.10.114.1.5,gauge32,read-only,objecttype,scalar,"RAM available for byte cache in bytes"
fgByteCacheRAMUsage,1.3.6.1.4.1.12356.101.10.114.1.6,gauge32,read-only,objecttype,scalar,"RAM used by byte cache in bytes"
fgWanOptUpTime,1.3.6.1.4.1.12356.101.10.114.1.7,counter32,read-only,objecttype,scalar,"Wan Optimization up-time (in seconds)"
fgWanOptStatsTable,1.3.6.1.4.1.12356.101.10.114.2,,no-access,objecttype,table,"A table of WAN optimization statistics per virtual domain"
fgWanOptStatsEntry,1.3.6.1.4.1.12356.101.10.114.2.1,,no-access,objecttype,row,"WAN optimization statistics for a particular virtual domain"
fgWanOptTunnels,1.3.6.1.4.1.12356.101.10.114.2.1.1,gauge32,read-only,objecttype,column,"Number of current tunnels in this virtual domain"
fgWanOptLANBytesIn,1.3.6.1.4.1.12356.101.10.114.2.1.2,gauge32,read-only,objecttype,column,"Number of bytes received on LAN in last 5 seconds"
fgWanOptLANBytesOut,1.3.6.1.4.1.12356.101.10.114.2.1.3,gauge32,read-only,objecttype,column,"Number of bytes sent on LAN in last 5 seconds"
fgWanOptWANBytesIn,1.3.6.1.4.1.12356.101.10.114.2.1.4,gauge32,read-only,objecttype,column,"Number of bytes received on WAN in last 5 seconds"
fgWanOptWANBytesOut,1.3.6.1.4.1.12356.101.10.114.2.1.5,gauge32,read-only,objecttype,column,"Number of bytes sent on WAN in last 5 seconds"
fgWanOptHistoryStatsTable,1.3.6.1.4.1.12356.101.10.114.3,,no-access,objecttype,table,"A table of the WAN optimization history per protocol"
fgWanOptHistoryStatsEntry,1.3.6.1.4.1.12356.101.10.114.3.1,,no-access,objecttype,row,"The WAN optimization history for a particular virtual domain, period, and protocol"
fgWanOptHistPeriod,1.3.6.1.4.1.12356.101.10.114.3.1.1,fgwanopthistperiods,no-access,objecttype,column,"WAN optimization table entry period"
fgWanOptProtocol,1.3.6.1.4.1.12356.101.10.114.3.1.2,fgwanoptprotocols,no-access,objecttype,column,"Internal WAN optimization table entry protocol"
fgWanOptReductionRate,1.3.6.1.4.1.12356.101.10.114.3.1.3,gauge32,read-only,objecttype,column,"Reduction rate achieved by WAN optimization"
fgWanOptLanTraffic,1.3.6.1.4.1.12356.101.10.114.3.1.4,counterbasedgauge64,read-only,objecttype,column,"Number of bytes transferred via LAN"
fgWanOptWanTraffic,1.3.6.1.4.1.12356.101.10.114.3.1.5,counterbasedgauge64,read-only,objecttype,column,"Number of bytes transferred via WAN"
fgWanOptTrafficStatsTable,1.3.6.1.4.1.12356.101.10.114.4,,no-access,objecttype,table,"A table of the WAN optimization traffic for a particular virtual domain and protocol"
fgWanOptTrafficStatsEntry,1.3.6.1.4.1.12356.101.10.114.4.1,,no-access,objecttype,row,"The WAN optimization history for a particular protocol"
fgWanOptLanInTraffic,1.3.6.1.4.1.12356.101.10.114.4.1.1,counter64,read-only,objecttype,column,"Amount of traffic received from the LAN by WAN optimization"
fgWanOptLanOutTraffic,1.3.6.1.4.1.12356.101.10.114.4.1.2,counter64,read-only,objecttype,column,"Amount of traffic sent to the LAN by WAN optimization"
fgWanOptWanInTraffic,1.3.6.1.4.1.12356.101.10.114.4.1.3,counter64,read-only,objecttype,column,"Amount of traffic received from the WAN by WAN optimization"
fgWanOptWanOutTraffic,1.3.6.1.4.1.12356.101.10.114.4.1.4,counter64,read-only,objecttype,column,"Amount of traffic sent to the WAN by WAN optimization"
fgWanOptDiskStatsTable,1.3.6.1.4.1.12356.101.10.114.5,,no-access,objecttype,table,"A table of the Web Cache disk statistics per disk"
fgWanOptDiskStatsEntry,1.3.6.1.4.1.12356.101.10.114.5.1,,no-access,objecttype,row,"The Web Cache disk statistics for a particular disk"
fgWanOptDisk,1.3.6.1.4.1.12356.101.10.114.5.1.1,unsigned32,no-access,objecttype,column,"The Web Cache Disk index"
fgWanOptDiskLimit,1.3.6.1.4.1.12356.101.10.114.5.1.2,counterbasedgauge64,read-only,objecttype,column,"The about of storage (in bytes) available for the Web Cache on a particular disk"
fgWanOptDiskUsage,1.3.6.1.4.1.12356.101.10.114.5.1.3,counterbasedgauge64,read-only,objecttype,column,"The about of storage (in bytes) in use by the Web Cache on a paricular disk"
fgWanOptDiskHits,1.3.6.1.4.1.12356.101.10.114.5.1.4,counter32,read-only,objecttype,column,"The number of cache hits on a paricular disk"
fgWanOptDiskMisses,1.3.6.1.4.1.12356.101.10.114.5.1.5,counter32,read-only,objecttype,column,"The number of cache misses on a paricular disk"
fgInetProto,1.3.6.1.4.1.12356.101.11,,,objectidentity,,""
fgInetProtoInfo,1.3.6.1.4.1.12356.101.11.1,,,objectidentity,,""
fgInetProtoTables,1.3.6.1.4.1.12356.101.11.2,,,objectidentity,,""
fgIpSessTable,1.3.6.1.4.1.12356.101.11.2.1,,no-access,objecttype,table,"Information on the IP sessions active on the device"
fgIpSessEntry,1.3.6.1.4.1.12356.101.11.2.1.1,,no-access,objecttype,row,"Information on a specific session, including source and destination"
fgIpSessIndex,1.3.6.1.4.1.12356.101.11.2.1.1.1,fnindex,no-access,objecttype,column,"An index value that uniquely identifies an IP session within the fgIpSessTable"
fgIpSessProto,1.3.6.1.4.1.12356.101.11.2.1.1.2,fgsessproto,read-only,objecttype,column,"The protocol the session is using (IP, TCP, UDP, etc.)"
fgIpSessFromAddr,1.3.6.1.4.1.12356.101.11.2.1.1.3,ipaddress,read-only,objecttype,column,"Source IP address (IPv4 only) of the session"
fgIpSessFromPort,1.3.6.1.4.1.12356.101.11.2.1.1.4,inetportnumber,read-only,objecttype,column,"Source port number (UDP and TCP only) of the session"
fgIpSessToAddr,1.3.6.1.4.1.12356.101.11.2.1.1.5,ipaddress,read-only,objecttype,column,"Destination IP address (IPv4 only) of the session"
fgIpSessToPort,1.3.6.1.4.1.12356.101.11.2.1.1.6,inetportnumber,read-only,objecttype,column,"Destination Port number (UDP and TCP only) of the session"
fgIpSessExp,1.3.6.1.4.1.12356.101.11.2.1.1.7,gauge32,read-only,objecttype,column,"Number of seconds remaining before the session expires (if idle)"
fgIpSessVdom,1.3.6.1.4.1.12356.101.11.2.1.1.8,fgvdindex,read-only,objecttype,column,"Virtual domain the session is part of. This index corresponds to the index used by fgVdTable."
fgIpSessStatsTable,1.3.6.1.4.1.12356.101.11.2.2,,no-access,objecttype,table,"IP session statistics table"
fgIpSessStatsEntry,1.3.6.1.4.1.12356.101.11.2.2.1,,no-access,objecttype,row,"IP session statistics on a virtual domain"
fgIpSessNumber,1.3.6.1.4.1.12356.101.11.2.2.1.1,gauge32,read-only,objecttype,column,"Current number of sessions on the virtual domain"
fgIp6SessStatsTable,1.3.6.1.4.1.12356.101.11.2.3,,no-access,objecttype,table,"IP session statistics table"
fgIp6SessStatsEntry,1.3.6.1.4.1.12356.101.11.2.3.1,,no-access,objecttype,row,"IP session statistics on a virtual domain"
fgIp6SessNumber,1.3.6.1.4.1.12356.101.11.2.3.1.1,gauge32,read-only,objecttype,column,"Current number of sessions on the virtual domain"
fgVpn,1.3.6.1.4.1.12356.101.12,,,objectidentity,,""
fgVpnInfo,1.3.6.1.4.1.12356.101.12.1,,,objectidentity,,""
fgVpnTunnelUpCount,1.3.6.1.4.1.12356.101.12.1.1,integer32,read-only,objecttype,scalar,"The number of IPsec VPN tunnels with at least one SA"
fgVpnTables,1.3.6.1.4.1.12356.101.12.2,,,objectidentity,,""
fgVpnDialupTable,1.3.6.1.4.1.12356.101.12.2.1,,no-access,objecttype,table,"Dial-up VPN peers information"
fgVpnDialupEntry,1.3.6.1.4.1.12356.101.12.2.1.1,,no-access,objecttype,row,"Dial-up VPN peer info"
fgVpnDialupIndex,1.3.6.1.4.1.12356.101.12.2.1.1.1,fnindex,no-access,objecttype,column,"An index value that uniquely identifies an VPN dial-up peer within the fgVpnDialupTable"
fgVpnDialupGateway,1.3.6.1.4.1.12356.101.12.2.1.1.2,ipaddress,read-only,objecttype,column,"Remote gateway IP address of the tunnel"
fgVpnDialupLifetime,1.3.6.1.4.1.12356.101.12.2.1.1.3,integer32,read-only,objecttype,column,"Tunnel life time (seconds) of the tunnel"
fgVpnDialupTimeout,1.3.6.1.4.1.12356.101.12.2.1.1.4,integer32,read-only,objecttype,column,"Time before the next key exchange (seconds) of the tunnel"
fgVpnDialupSrcBegin,1.3.6.1.4.1.12356.101.12.2.1.1.5,ipaddress,read-only,objecttype,column,"Remote subnet address of the tunnel"
fgVpnDialupSrcEnd,1.3.6.1.4.1.12356.101.12.2.1.1.6,ipaddress,read-only,objecttype,column,"Remote subnet mask of the tunnel"
fgVpnDialupDstAddr,1.3.6.1.4.1.12356.101.12.2.1.1.7,ipaddress,read-only,objecttype,column,"Local subnet address of the tunnel"
fgVpnDialupVdom,1.3.6.1.4.1.12356.101.12.2.1.1.8,fgvdindex,read-only,objecttype,column,"Virtual domain tunnel is part of. This index corresponds to the index used by fgVdTable."
fgVpnDialupInOctets,1.3.6.1.4.1.12356.101.12.2.1.1.9,counter64,read-only,objecttype,column,"Number of bytes received on tunnel since instantiation."
fgVpnDialupOutOctets,1.3.6.1.4.1.12356.101.12.2.1.1.10,counter64,read-only,objecttype,column,"Number of bytes sent on tunnel since instantiation."
fgVpnTunTable,1.3.6.1.4.1.12356.101.12.2.2,,no-access,objecttype,table,"Table of non-dial-up IPsec VPN tunnels"
fgVpnTunEntry,1.3.6.1.4.1.12356.101.12.2.2.1,,no-access,objecttype,row,"Tunnel VPN peer info"
fgVpnTunEntIndex,1.3.6.1.4.1.12356.101.12.2.2.1.1,fnindex,no-access,objecttype,column,"An index value that uniquely identifies a VPN tunnel within the fgVpnTunTable"
fgVpnTunEntPhase1Name,1.3.6.1.4.1.12356.101.12.2.2.1.2,displaystring,read-only,objecttype,column,"Descriptive name of phase1 configuration for the tunnel"
fgVpnTunEntPhase2Name,1.3.6.1.4.1.12356.101.12.2.2.1.3,displaystring,read-only,objecttype,column,"Descriptive name of phase2 configuration for the tunnel"
fgVpnTunEntRemGwyIp,1.3.6.1.4.1.12356.101.12.2.2.1.4,ipaddress,read-only,objecttype,column,"IP of remote gateway used by the tunnel"
fgVpnTunEntRemGwyPort,1.3.6.1.4.1.12356.101.12.2.2.1.5,inetportnumber,read-only,objecttype,column,"port of remote gateway used by tunnel, if UDP"
fgVpnTunEntLocGwyIp,1.3.6.1.4.1.12356.101.12.2.2.1.6,ipaddress,read-only,objecttype,column,"IP of local gateway used by the tunnel"
fgVpnTunEntLocGwyPort,1.3.6.1.4.1.12356.101.12.2.2.1.7,inetportnumber,read-only,objecttype,column,"port of local gateway used by tunnel, if UDP"
fgVpnTunEntSelectorSrcBeginIp,1.3.6.1.4.1.12356.101.12.2.2.1.8,ipaddress,read-only,objecttype,column,"Beginning of address range of source selector"
fgVpnTunEntSelectorSrcEndIp,1.3.6.1.4.1.12356.101.12.2.2.1.9,ipaddress,read-only,objecttype,column,"End of address range of source selector"
fgVpnTunEntSelectorSrcPort,1.3.6.1.4.1.12356.101.12.2.2.1.10,inetportnumber,read-only,objecttype,column,"Source selector port"
fgVpnTunEntSelectorDstBeginIp,1.3.6.1.4.1.12356.101.12.2.2.1.11,ipaddress,read-only,objecttype,column,"Beginning of address range of destination selector"
fgVpnTunEntSelectorDstEndIp,1.3.6.1.4.1.12356.101.12.2.2.1.12,ipaddress,read-only,objecttype,column,"End of address range of destination selector"
fgVpnTunEntSelectorDstPort,1.3.6.1.4.1.12356.101.12.2.2.1.13,inetportnumber,read-only,objecttype,column,"Destination selector port"
fgVpnTunEntSelectorProto,1.3.6.1.4.1.12356.101.12.2.2.1.14,integer32,read-only,objecttype,column,"Protocol number for selector"
fgVpnTunEntLifeSecs,1.3.6.1.4.1.12356.101.12.2.2.1.15,gauge32,read-only,objecttype,column,"Lifetime of tunnel in seconds, if time based lifetime used"
fgVpnTunEntLifeBytes,1.3.6.1.4.1.12356.101.12.2.2.1.16,gauge32,read-only,objecttype,column,"Lifetime of tunnel in bytes, if byte transfer based lifetime used"
fgVpnTunEntTimeout,1.3.6.1.4.1.12356.101.12.2.2.1.17,gauge32,read-only,objecttype,column,"Timeout of tunnel in seconds"
fgVpnTunEntInOctets,1.3.6.1.4.1.12356.101.12.2.2.1.18,counter64,read-only,objecttype,column,"Number of bytes received on tunnel"
fgVpnTunEntOutOctets,1.3.6.1.4.1.12356.101.12.2.2.1.19,counter64,read-only,objecttype,column,"Number of bytes sent out on tunnel"
fgVpnTunEntStatus,1.3.6.1.4.1.12356.101.12.2.2.1.20,integer,read-only,objecttype,column,"Current status of tunnel (up or down) Enumeration: 'down': 1, 'up': 2."
fgVpnTunEntVdom,1.3.6.1.4.1.12356.101.12.2.2.1.21,fgvdindex,read-only,objecttype,column,"Virtual domain the tunnel is part of. This index corresponds to the index used by fgVdTable."
fgVpnSslStatsTable,1.3.6.1.4.1.12356.101.12.2.3,,no-access,objecttype,table,"SSL VPN statistics table"
fgVpnSslStatsEntry,1.3.6.1.4.1.12356.101.12.2.3.1,,no-access,objecttype,row,"SSL VPN statistics for a given virtual domain"
fgVpnSslState,1.3.6.1.4.1.12356.101.12.2.3.1.1,fnboolstate,read-only,objecttype,column,"Whether SSL-VPN is enabled on this virtual domain"
fgVpnSslStatsLoginUsers,1.3.6.1.4.1.12356.101.12.2.3.1.2,gauge32,read-only,objecttype,column,"The current number of users logged in through SSL-VPN tunnels in the virtual domain"
fgVpnSslStatsMaxUsers,1.3.6.1.4.1.12356.101.12.2.3.1.3,counter32,read-only,objecttype,column,"The maximum number of total users that can be logged in at any one time on the virtual domain"
fgVpnSslStatsActiveWebSessions,1.3.6.1.4.1.12356.101.12.2.3.1.4,gauge32,read-only,objecttype,column,"The current number of active SSL web sessions in the virtual domain"
fgVpnSslStatsMaxWebSessions,1.3.6.1.4.1.12356.101.12.2.3.1.5,counter32,read-only,objecttype,column,"The maximum number of active SSL web sessions at any one time within the virtual domain"
fgVpnSslStatsActiveTunnels,1.3.6.1.4.1.12356.101.12.2.3.1.6,gauge32,read-only,objecttype,column,"The current number of active SSL tunnels in the virtual domain"
fgVpnSslStatsMaxTunnels,1.3.6.1.4.1.12356.101.12.2.3.1.7,counter32,read-only,objecttype,column,"The maximum number of active SSL tunnels at any one time in the virtual domain"
fgVpnSslTunnelTable,1.3.6.1.4.1.12356.101.12.2.4,,no-access,objecttype,table,"A list of active SSL VPN tunnel entries"
fgVpnSslTunnelEntry,1.3.6.1.4.1.12356.101.12.2.4.1,,no-access,objecttype,row,"An SSL VPN tunnel entry containing connection information and traffic statistics"
fgVpnSslTunnelIndex,1.3.6.1.4.1.12356.101.12.2.4.1.1,fnindex,no-access,objecttype,column,"An index value that uniquely identifies an active SSL VPN tunnel within the fgVpnSslTunnelTable"
fgVpnSslTunnelVdom,1.3.6.1.4.1.12356.101.12.2.4.1.2,fgvdindex,read-only,objecttype,column,"The index of the virtual domain this tunnel belongs to. This index corresponds to the index used by fgVdTable."
fgVpnSslTunnelUserName,1.3.6.1.4.1.12356.101.12.2.4.1.3,displaystring,read-only,objecttype,column,"The user name used to authenticate the tunnel"
fgVpnSslTunnelSrcIp,1.3.6.1.4.1.12356.101.12.2.4.1.4,ipaddress,read-only,objecttype,column,"The source IP address of this tunnel"
fgVpnSslTunnelIp,1.3.6.1.4.1.12356.101.12.2.4.1.5,ipaddress,read-only,objecttype,column,"The connection IP address of this tunnel"
fgVpnSslTunnelUpTime,1.3.6.1.4.1.12356.101.12.2.4.1.6,counter32,read-only,objecttype,column,"The up-time of this tunnel in seconds"
fgVpnSslTunnelBytesIn,1.3.6.1.4.1.12356.101.12.2.4.1.7,counter64,read-only,objecttype,column,"The number of incoming bytes of L2 traffic through this tunnel since it was established"
fgVpnSslTunnelBytesOut,1.3.6.1.4.1.12356.101.12.2.4.1.8,counter64,read-only,objecttype,column,"The number of outgoing bytes of L2 traffic through this tunnel since it was established"
fgVpnTrapObjects,1.3.6.1.4.1.12356.101.12.3,,,objectidentity,,""
fgVpnTrapLocalGateway,1.3.6.1.4.1.12356.101.12.3.2,ipaddress,no-access,objecttype,scalar,"Local gateway IP address. Used in VPN related traps."
fgVpnTrapRemoteGateway,1.3.6.1.4.1.12356.101.12.3.3,ipaddress,no-access,objecttype,scalar,"Remote gateway IP address. Used in VPN related traps."
fgVpnTrapPhase1Name,1.3.6.1.4.1.12356.101.12.3.4,displaystring,no-access,objecttype,scalar,"Name of the phase 1. Used in VPN related traps."
fgHighAvailability,1.3.6.1.4.1.12356.101.13,,,objectidentity,,""
fgHaInfo,1.3.6.1.4.1.12356.101.13.1,,,objectidentity,,""
fgHaSystemMode,1.3.6.1.4.1.12356.101.13.1.1,fghamode,read-only,objecttype,scalar,"High-availability mode (Standalone, A-A or A-P)"
fgHaGroupId,1.3.6.1.4.1.12356.101.13.1.2,fnindex,read-only,objecttype,scalar,"HA cluster group ID device is configured for"
fgHaPriority,1.3.6.1.4.1.12356.101.13.1.3,integer32,read-only,objecttype,scalar,"HA clustering priority of the device (default = 127)"
fgHaOverride,1.3.6.1.4.1.12356.101.13.1.4,fnboolstate,read-only,objecttype,scalar,"Status of a master override flag"
fgHaAutoSync,1.3.6.1.4.1.12356.101.13.1.5,fnboolstate,read-only,objecttype,scalar,"Configuration of an automatic configuration synchronization (enabled or disabled)"
fgHaSchedule,1.3.6.1.4.1.12356.101.13.1.6,fghalbschedule,read-only,objecttype,scalar,"Load-balancing schedule of cluster (in A-A mode)"
fgHaGroupName,1.3.6.1.4.1.12356.101.13.1.7,displaystring,read-only,objecttype,scalar,"HA cluster group name"
fgHaTables,1.3.6.1.4.1.12356.101.13.2,,,objectidentity,,""
fgHaStatsTable,1.3.6.1.4.1.12356.101.13.2.1,,no-access,objecttype,table,"Some useful statistics for all members of a cluster. This table is also available in standalone mode."
fgHaStatsEntry,1.3.6.1.4.1.12356.101.13.2.1.1,,no-access,objecttype,row,"Statistics for a particular HA cluster's unit"
fgHaStatsIndex,1.3.6.1.4.1.12356.101.13.2.1.1.1,fnindex,no-access,objecttype,column,"An index value that uniquely identifies an unit in the HA Cluster"
fgHaStatsSerial,1.3.6.1.4.1.12356.101.13.2.1.1.2,displaystring,read-only,objecttype,column,"Serial number of the HA cluster member for this row"
fgHaStatsCpuUsage,1.3.6.1.4.1.12356.101.13.2.1.1.3,gauge32,read-only,objecttype,column,"CPU usage of the specified cluster member (percentage)"
fgHaStatsMemUsage,1.3.6.1.4.1.12356.101.13.2.1.1.4,gauge32,read-only,objecttype,column,"Memory usage of the specified cluster member (percentage)"
fgHaStatsNetUsage,1.3.6.1.4.1.12356.101.13.2.1.1.5,gauge32,read-only,objecttype,column,"Network bandwidth usage of specified cluster member (kbps)"
fgHaStatsSesCount,1.3.6.1.4.1.12356.101.13.2.1.1.6,gauge32,read-only,objecttype,column,"Current session count of specified cluster member"
fgHaStatsPktCount,1.3.6.1.4.1.12356.101.13.2.1.1.7,counter32,read-only,objecttype,column,"Number of packets processed by the specified cluster member since start-up"
fgHaStatsByteCount,1.3.6.1.4.1.12356.101.13.2.1.1.8,counter32,read-only,objecttype,column,"Number of bytes processed by the specified cluster member since start-up"
fgHaStatsIdsCount,1.3.6.1.4.1.12356.101.13.2.1.1.9,counter32,read-only,objecttype,column,"Number of IDS/IPS events triggered on the specified cluster member since start-up"
fgHaStatsAvCount,1.3.6.1.4.1.12356.101.13.2.1.1.10,counter32,read-only,objecttype,column,"Number of anti-virus events triggered on the specified cluster member since start-up"
fgHaStatsHostname,1.3.6.1.4.1.12356.101.13.2.1.1.11,displaystring,read-only,objecttype,column,"Host name of the specified cluster member"
fgHaStatsSyncStatus,1.3.6.1.4.1.12356.101.13.2.1.1.12,fghastatssyncstatustype,read-only,objecttype,column,"Current HA Sync status"
fgHaStatsSyncDatimeSucc,1.3.6.1.4.1.12356.101.13.2.1.1.13,dateandtime,read-only,objecttype,column,"Date and time of last successful sync"
fgHaStatsSyncDatimeUnsucc,1.3.6.1.4.1.12356.101.13.2.1.1.14,dateandtime,read-only,objecttype,column,"Date and time of last unsuccessful sync"
fgHaStatsGlobalChecksum,1.3.6.1.4.1.12356.101.13.2.1.1.15,displaystring,read-only,objecttype,column,"Current HA global checksum value"
fgHaStatsMasterSerial,1.3.6.1.4.1.12356.101.13.2.1.1.16,displaystring,read-only,objecttype,column,"Serial number of master during the last synch attempt (successful of not)"
fgHaTrapObjects,1.3.6.1.4.1.12356.101.13.3,,,objectidentity,,""
fgHaTrapMemberSerial,1.3.6.1.4.1.12356.101.13.3.1,displaystring,no-access,objecttype,scalar,"Serial number of an HA cluster member. Used to identify the origin of a trap when a cluster is configured."
fgWc,1.3.6.1.4.1.12356.101.14,,,objectidentity,,""
fgWcTrapObjects,1.3.6.1.4.1.12356.101.14.1,,,objectidentity,,""
fgWcApVdom,1.3.6.1.4.1.12356.101.14.1.1,fgvdindex,no-access,objecttype,scalar,"Virtual domain the wtp is part of"
fgWcApSerial,1.3.6.1.4.1.12356.101.14.1.2,displaystring,no-access,objecttype,scalar,"Serial number of the wtp"
fgWcApName,1.3.6.1.4.1.12356.101.14.1.3,displaystring,no-access,objecttype,scalar,"Name of the wtp"
fgWcInfo,1.3.6.1.4.1.12356.101.14.2,,,objectidentity,,""
fgWcInfoName,1.3.6.1.4.1.12356.101.14.2.1,displaystring,read-only,objecttype,scalar,"Represents the name of an AC"
fgWcInfoLocation,1.3.6.1.4.1.12356.101.14.2.2,displaystring,read-only,objecttype,scalar,"Represents the location of an AC"
fgWcInfoWtpCapacity,1.3.6.1.4.1.12356.101.14.2.3,unsigned32,read-only,objecttype,scalar,"Represents the maximum number of WTPs that can be managed on the AC."
fgWcInfoWtpManaged,1.3.6.1.4.1.12356.101.14.2.4,unsigned32,read-only,objecttype,scalar,"Represents the number of WTPs being managed on the AC."
fgWcInfoWtpSessions,1.3.6.1.4.1.12356.101.14.2.5,gauge32,read-only,objecttype,scalar,"Represents the number of WTPs that are connecting to the AC."
fgWcInfoStationCapacity,1.3.6.1.4.1.12356.101.14.2.6,unsigned32,read-only,objecttype,scalar,"Represents the maximum number of stations that can be supported on the AC."
fgWcInfoStationCount,1.3.6.1.4.1.12356.101.14.2.7,gauge32,read-only,objecttype,scalar,"Represents the number of stations that are accessing the wireless service provided by the AC."
fgWcWlanTable,1.3.6.1.4.1.12356.101.14.3,,no-access,objecttype,table,"A table that allows the operator to display WLAN profiles."
fgWcWlanEntry,1.3.6.1.4.1.12356.101.14.3.1,,no-access,objecttype,row,"A set of objects that stores the settings of a WLAN profile."
fgWcWlanSsid,1.3.6.1.4.1.12356.101.14.3.1.1,octet string,read-only,objecttype,column,"Service set ID of this WLAN profile."
fgWcWlanBroadcastSsid,1.3.6.1.4.1.12356.101.14.3.1.2,fnboolstate,read-only,objecttype,column,"Whether SSID broadcast is enabled on this WLAN profile."
fgWcWlanSecurity,1.3.6.1.4.1.12356.101.14.3.1.3,fgwcwlansecuritytype,read-only,objecttype,column,"Represents the security type of the WLAN profile."
fgWcWlanEncryption,1.3.6.1.4.1.12356.101.14.3.1.4,fgwcwlanencryptiontype,read-only,objecttype,column,"Represents the encryption method of the WLAN profile."
fgWcWlanAuthentication,1.3.6.1.4.1.12356.101.14.3.1.5,fgwcwlanauthenticationtype,read-only,objecttype,column,"Represents the authentication method of the WLAN profile."
fgWcWlanRadiusServer,1.3.6.1.4.1.12356.101.14.3.1.6,displaystring,read-only,objecttype,column,"Represents the specified RADIUS server of the WLAN profile."
fgWcWlanUserGroup,1.3.6.1.4.1.12356.101.14.3.1.7,displaystring,read-only,objecttype,column,"Represents the specified user group of the WLAN profile."
fgWcWlanLocalBridging,1.3.6.1.4.1.12356.101.14.3.1.8,fnboolstate,read-only,objecttype,column,"Whether local bridging is enabled on this WLAN profile."
fgWcWlanVlanId,1.3.6.1.4.1.12356.101.14.3.1.9,integer32,read-only,objecttype,column,"Represents the VLAN ID of the WLAN profile."
fgWcWlanMeshBackhaul,1.3.6.1.4.1.12356.101.14.3.1.10,fnboolstate,read-only,objecttype,column,"Whether mesh backhaul is enabled on this WLAN profile."
fgWcWlanStationCapacity,1.3.6.1.4.1.12356.101.14.3.1.11,unsigned32,read-only,objecttype,column,"Represents the maximum number of clients allowed on this WLAN profile."
fgWcWlanStationCount,1.3.6.1.4.1.12356.101.14.3.1.12,gauge32,read-only,objecttype,column,"Represents the number of clients currently connected to this WLAN profile."
fgWcWtpTables,1.3.6.1.4.1.12356.101.14.4,,,objectidentity,,""
fgWcWtpProfileTable,1.3.6.1.4.1.12356.101.14.4.1,,no-access,objecttype,table,"A table of objects that display WTP profiles for WTPs to be managed before they connect to the AC. A WTP could get the new configuration through the CAPWAP control channel."
fgWcWtpProfileEntry,1.3.6.1.4.1.12356.101.14.4.1.1,,no-access,objecttype,row,"A set of objects that display a WTP profile."
fgWcWtpProfileName,1.3.6.1.4.1.12356.101.14.4.1.1.1,displaystring,no-access,objecttype,column,"Represents the name of a WTP profile."
fgWcWtpProfilePlatform,1.3.6.1.4.1.12356.101.14.4.1.1.2,displaystring,read-only,objecttype,column,"Represents the hardware platform of a WTP profile."
fgWcWtpProfileDataChannelDtlsPolicy,1.3.6.1.4.1.12356.101.14.4.1.1.3,bits,read-only,objecttype,column,"The AC communicates its policy on the use of DTLS for the CAPWAP data channel. The AC MAY support more than one option, represented by the bit field below: other(0) - Other method, for example, vendor specific clear(1) - Clear text dtls(2) - DTLS Bits: 'dtls': 2, 'clear': 1, 'other': 0."
fgWcWtpProfileCountryString,1.3.6.1.4.1.12356.101.14.4.1.1.4,fgwccountrystring,read-only,objecttype,column,"Represents the country setting of a WTP profile, in ISO string format."
fgWcWtpProfileRadioTable,1.3.6.1.4.1.12356.101.14.4.2,,no-access,objecttype,table,"A table of objects that display WTP radio profiles for WTP radios to be managed before the WTPs connect to the AC. A WTP radio could get the new configuration through the CAPWAP control channel."
fgWcWtpProfileRadioEntry,1.3.6.1.4.1.12356.101.14.4.2.1,,no-access,objecttype,row,"A set of objects that display a WTP radio profile."
fgWcWtpProfileRadioProfileName,1.3.6.1.4.1.12356.101.14.4.2.1.1,displaystring,no-access,objecttype,column,"Represents the name of a WTP profile."
